id,Scholar,Activist,Monumental Memorialization,Mention of Scholarly Work,Social/Political Advocacy,Coalition Building,Out of the Mouth of Academics,Out of the Mouth of Activists,Collective Synecdoche,file_contents
113,1,0,0,1,0,0,0,0,0,"User: After that, I was acutely aware of what W. E. B. Du Bois, in “The Souls of Black Folk,” called the “double consciousness”:
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Applicable, as the passage directly references a key concept from Du Bois's scholarly work, ""The Souls of Black Folk.""
   - Activist: Not applicable, as the passage focuses on a theoretical concept from his writing and does not mention his activism.

2. **General Themes**:
    - Monumental Memorialization: Not applicable, as there is no mention of any enduring cultural object named after Du Bois.
    - Mention of Scholarly Work: Applicable, as the passage explicitly quotes or references a concept from Du Bois's scholarly work, ""The Souls of Black Folk.""
    - Social/Political Advocacy: Not applicable, as the passage focuses on a theoretical concept and does not discuss advocacy or social/political issues.

3. **Canonization Processes**:
    - Coalition Building: Not applicable, as there is no mention of Du Bois building his reputation through organizational sponsorship.
    - Out of the Mouth of Academics: Not applicable, as the passage does not indicate that an academic is discussing Du Bois's work.
    - Out of the Mouth of Activists: Not applicable, as the passage does not indicate that an activist is referencing Du Bois's work or legacy.
    - Collective Synecdoche: Not applicable, as Du Bois is not mentioned alongside other figures to represent a broader concept.

**Codes Applied**:
- Scholar
- Mention of Scholarly Work
"
107,0,1,0,0,1,0,1,0,0,"User: Prof. Thomas Sowell's article on the “atypical” background of black leaders is faulty on several counts and disturbing in its implications. He first asserts, without documentation, that those black leaders who are descendants of those who were free before the Civil War have different priorities from the black populace in general. He further elucidates by referring to them as “light‐skinned.” He adds insult to injury by naming W. E. B. Du Bois and Thurgood Marshall as examples. Even a cursory reading of Afro‐American history will show, without question, that both these men placed the liberation of black people as their highest priority.
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Not directly applicable because while Du Bois was a scholar, the passage focuses on his actions and priorities rather than his academic contributions.
   - Activist: Applicable because the passage explicitly states that Du Bois ""placed the liberation of black people as their highest priority,"" implying his role as an activist.

2. **General Themes**:
    - Monumental Memorialization: Not applicable because there is no mention of any enduring cultural object named after Du Bois.
    - Mention of Scholarly Work: Not directly applicable as the passage does not mention or quote any specific academic works or theoretical concepts by Du Bois.
    - Social/Political Advocacy: Applicable because the passage discusses Du Bois's ""highest priority"" being the ""liberation of black people,"" which is a clear reference to social and political advocacy.

3. **Canonization Processes**:
    - Coalition Building: Not applicable as the passage does not describe Du Bois as building his reputation through organizational sponsorship.
    - Out of the Mouth of Academics: Applicable because Professor Thomas Sowell, an academic, is referencing Du Bois in his article.
    - Out of the Mouth of Activists: Not directly applicable as Sowell is presented as an academic, not an activist, in this context.
    - Collective Synecdoche: Not applicable as Du Bois is not mentioned alongside other figures to represent a broader concept.

**Codes Applied**:
- Activist
- Social/Political Advocacy
- Out of the Mouth of Academics
"
111,1,1,0,1,1,0,0,1,0,"User: Mr. Chavis may be guilty of poor administration and personal missteps, but he cannot be faulted for trying to change the organization's direction. Its guardians have it only half right when they claim that the N.A.A.C.P. has drifted from its base. They overlook the radical democracy and political progressivism of founding figures like W. E. B. Du Bois. This pioneering historian and cultural critic expressed with eloquence a complex vision of justice and equality.
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Applicable. Du Bois is described as a ""pioneering historian and cultural critic"" who ""expressed with eloquence a complex vision of justice and equality,"" aligning with the definition of a scholar.
   - Activist: Not directly applicable. While his ""political progressivism"" is mentioned, he is not explicitly called an activist or leader, nor is his activism the primary focus of the description.

2. **General Themes**:
    - Monumental Memorialization: Not applicable. There is no mention of any enduring cultural object named after Du Bois.
    - Mention of Scholarly Work: Applicable. Du Bois is described as a ""pioneering historian and cultural critic"" who ""expressed with eloquence a complex vision of justice and equality,"" implying his scholarly output.
    - Social/Political Advocacy: Applicable. The passage mentions Du Bois's ""radical democracy and political progressivism"" and his ""complex vision of justice and equality,"" which falls under social and political advocacy.

3. **Canonization Processes**:
    - Coalition Building: Not applicable. There is no mention of Du Bois establishing his reputation through organizational or institutional sponsorship.
    - Out of the Mouth of Academics: Not applicable. The passage does not indicate that an academic is discussing Du Bois's work or legacy.
    - Out of the Mouth of Activists: Applicable. The passage references the ""N.A.A.C.P."" and its ""guardians,"" implying a connection to an activist organization, and then discusses Du Bois's ""radical democracy and political progressivism"" in relation to the organization's direction.
    - Collective Synecdoche: Not applicable. Du Bois is not mentioned alongside other famous figures to represent a broader concept.

**Codes Applied**:
- Scholar
- Mention of Scholarly Work
- Social/Political Advocacy
- Out of the Mouth of Activists
"
105,1,0,0,1,1,0,0,0,0,"User: In other words, it is the reality of racism — the ongoing production of race by institutions and structures of racial domination — that fuels this process of group formation. In his 1940 book, “Dusk of Dawn: An Essay Toward an Autobiography of a Race Concept,” W. E. B. Du Bois captured this dynamic in a single sentence, the final point in an imagined dialogue with a white interlocutor. “The Black man,” he wrote, “is a person who must ride ‘Jim Crow’ in Georgia.”
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Applicable, as the passage references Du Bois's 1940 book, ""Dusk of Dawn,"" which is a scholarly work exploring race concepts.
   - Activist: Not directly applicable, as the passage focuses on Du Bois's intellectual contribution rather than his direct political or social activism.

2. **General Themes**:
    - Monumental Memorialization: Not applicable, as there is no mention of any enduring cultural object named after Du Bois.
    - Mention of Scholarly Work: Applicable, as the passage directly quotes from and references Du Bois's scholarly work, ""Dusk of Dawn.""
    - Social/Political Advocacy: Applicable, as the passage discusses the ""reality of racism"" and the ""production of race by institutions and structures of racial domination,"" which are core themes of social and political critique.

3. **Canonization Processes**:
    - Coalition Building: Not applicable, as the passage does not describe Du Bois as building his reputation through organizational sponsorship.
    - Out of the Mouth of Academics: Not applicable, as the passage does not feature an academic discussing Du Bois's work or legacy.
    - Out of the Mouth of Activists: Not applicable, as the passage does not feature an activist referencing Du Bois's work or legacy.
    - Collective Synecdoche: Not applicable, as Du Bois is not mentioned alongside other figures to represent a broader concept.

**Codes Applied**:
- Scholar
- Mention of Scholarly Work
- Social/Political Advocacy
"
68,0,1,0,0,1,0,0,0,0,"User: Professor Stuckey’s black nationalist ideology jelled as a student at Northwestern University. He met Paul Robeson and W. E. B. Du Bois, picketed a Woolworth’s store in Chicago to protest segregation in the South, and supported a voter registration project in Tennessee sponsored by the interracial Congress of Racial Equality.
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Not directly applicable because Du Bois is mentioned in the context of meeting a student and not in relation to his scholarly work or intellectual contributions.
   - Activist: Applicable because Du Bois is mentioned in proximity to a student's developing black nationalist ideology and in the context of activism like picketing and supporting voter registration.

2. **General Themes**:
    - Monumental Memorialization: Not applicable because there is no mention of any enduring cultural object named after Du Bois.
    - Mention of Scholarly Work: Not applicable because no specific academic works or major theoretical concepts by Du Bois are mentioned or quoted.
    - Social/Political Advocacy: Applicable because the passage describes a student's activism and his meeting with Du Bois, implying Du Bois's connection to or presence within such advocacy.

3. **Canonization Processes**:
    - Coalition Building: Not applicable because the passage does not describe Du Bois as an agent establishing his reputation through organizational and institutional sponsorship.
    - Out of the Mouth of Academics: Not applicable because while Professor Stuckey is an academic, the passage focuses on his student experience and his meeting with Du Bois, not on Stuckey engaging with Du Bois's work or representing him as a concept.
    - Out of the Mouth of Activists: Not applicable because Du Bois is not referenced by an individual explicitly described as a leader, activist, or politician, nor is his legacy drawn upon by a specific political or activist organization in this context.
    - Collective Synecdoche: Not applicable because Du Bois is not mentioned alongside other famous intellectuals, activists, or public figures to represent a broader facet of culture, era, or ideology.

**Codes Applied**:
- Activist
- Social/Political Advocacy
"
40,0,1,0,0,1,0,0,0,0,"User: It was on Mr. Nkrumah's invitation that Du Bois moved here in 1960. He had been unable to travel from 1952 to 1958 because the United States Government had taken away his passport. Embittered by the experience, Du Bois toured Eastern bloc capitals as soon as his passport was returned. In Moscow, on May Day 1959, he received the Lenin Peace Prize.
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Not directly applicable because the passage focuses on his activism and international travel rather than his intellectual contributions.
   - Activist: Applicable because the passage details his political actions, including his travel to Eastern bloc capitals and receiving the Lenin Peace Prize, which implies his engagement in international political discourse.

2. **General Themes**:
    - Monumental Memorialization: Not applicable because there is no mention of any enduring cultural object being named after Du Bois.
    - Mention of Scholarly Work: Not applicable as the passage does not reference any of his academic works or theoretical concepts.
    - Social/Political Advocacy: Applicable because the passage describes his international travel and receipt of the Lenin Peace Prize, which are indicative of his engagement in social and political advocacy on a global scale, especially in the context of his passport being revoked by the US government.

3. **Canonization Processes**:
    - Coalition Building: Not applicable as there is no mention of Du Bois establishing his reputation through organizational or institutional sponsorship.
    - Out of the Mouth of Academics: Not applicable as the passage does not feature an academic organization or its member engaging with Du Bois's work.
    - Out of the Mouth of Activists: Not directly applicable as while Nkrumah is mentioned, the passage does not explicitly state he is an activist or that he is referencing Du Bois's work or legacy in this context.
    - Collective Synecdoche: Not applicable as Du Bois is not mentioned alongside other figures to represent a broader concept.

**Codes Applied**:
- Activist
- Social/Political Advocacy
"
54,0,0,0,0,1,0,1,0,0,"User: Dr. C. Eric Lincoln, academy board president, said he had written the Department of Jus tice to protest the denial of a visa to Mrs. Shirley Graham DuBois, widow of W. E. B. Du Bois.
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Not applicable because the passage does not describe Du Bois as a scholar or intellectual.
   - Activist: Not directly applicable because the passage does not explicitly describe Du Bois's activism, though his widow is mentioned.

2. **General Themes**:
    - Monumental Memorialization: Not applicable because no enduring cultural object is named after Du Bois.
    - Mention of Scholarly Work: Not applicable because no specific academic works or major theoretical concepts by Du Bois are mentioned or quoted.
    - Social/Political Advocacy: Applicable because the passage discusses a protest against the denial of a visa, which is a form of social/political advocacy.

3. **Canonization Processes**:
    - Coalition Building: Not applicable because Du Bois is not described as an agent establishing his reputation through organizational and institutional sponsorship.
    - Out of the Mouth of Academics: Applicable because Dr. C. Eric Lincoln, identified as an ""academy board president,"" is engaging with Du Bois's legacy by protesting on behalf of his widow.
    - Out of the Mouth of Activists: Not applicable because Dr. C. Eric Lincoln is not described as an activist, leader, or politician, nor is he explicitly affiliated with a specific political or activist organization in this context.
    - Collective Synecdoche: Not applicable because Du Bois is not mentioned with other famous figures to represent a broader concept.

**Codes Applied**:
- Social/Political Advocacy
- Out of the Mouth of Academics
"
83,1,0,0,1,0,0,1,0,1,"User: It had been a full, though not unusual, day for Cornel West. That morning, he had lectured twice at Princeton: first on W. E. B. Du Bois, Toni Morrison and James Baldwin in a course on Afro-American culture; then on Virginia Woolf, T. S. Eliot, Frantz Fanon and the Zionist philosopher Ahad Ha'am to a class entitled ""Religion and Cultural Criticism.""
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Applicable, as West is lecturing on Du Bois in a course on Afro-American culture, implying an intellectual and scholarly engagement with his work.
   - Activist: Not directly applicable, as the passage focuses on West's academic lectures and does not mention Du Bois's activism.

2. **General Themes**:
    - Monumental Memorialization: Not applicable, as there is no mention of any enduring cultural object named after Du Bois.
    - Mention of Scholarly Work: Applicable, as Cornel West is lecturing on W.E.B. Du Bois, implying a discussion of his scholarly contributions.
    - Social/Political Advocacy: Not directly applicable, as the passage focuses on academic lectures and does not explicitly mention or imply social or political advocacy related to Du Bois.

3. **Canonization Processes**:
    - Coalition Building: Not applicable, as there is no mention of Du Bois building his reputation through organizational sponsorship.
    - Out of the Mouth of Academics: Applicable, as Cornel West, an academic, is engaging with Du Bois's work in a lecture.
    - Out of the Mouth of Activists: Not directly applicable, as Cornel West is presented as an academic lecturer, not an activist in this context.
    - Collective Synecdoche: Applicable, as Du Bois is mentioned alongside other famous intellectuals (Toni Morrison, James Baldwin, Virginia Woolf, T. S. Eliot, Frantz Fanon, Ahad Ha'am) in an academic context, representing a facet of Afro-American culture and intellectual discourse.

**Codes Applied**:
- Scholar
- Mention of Scholarly Work
- Out of the Mouth of Academics
- Collective Synecdoche
"
97,0,0,0,0,0,1,1,0,0,"User: Mr. Hutchins said his initial donation was always meant as “hello money,” the start of what he called an intellectual partnership as well as a friendship. Mr. Hutchins and Professor Gates have collaborated
                                        on making the Harvard program “the unmatched juggernaut of African-American studies,” Mr. Hutchins said. Mr. Hutchins helped form an advisory board for the Du Bois Institute and introduced an array
                                        of potential donors to Professor Gates.
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Not directly applicable because the passage focuses on the collaboration between Mr. Hutchins and Professor Gates, not on Du Bois's scholarly attributes.
   - Activist: Not directly applicable as the passage does not describe Du Bois's activism.

2. **General Themes**:
    - Monumental Memorialization: Not applicable as no enduring cultural object is named after Du Bois.
    - Mention of Scholarly Work: Not directly applicable as no specific scholarly works or theoretical concepts by Du Bois are mentioned or quoted.
    - Social/Political Advocacy: Not directly applicable as the passage does not mention or imply any social or political activism, advocacy, critique, or discourse related to Du Bois.

3. **Canonization Processes**:
    - Coalition Building: Applicable because the passage describes Mr. Hutchins helping to form an advisory board for the Du Bois Institute, indicating Du Bois's reputation being built through institutional sponsorship.
    - Out of the Mouth of Academics: Applicable because Professor Gates, an academic, is collaborating on a Harvard program and an advisory board for the Du Bois Institute, engaging with Du Bois's legacy.
    - Out of the Mouth of Activists: Not directly applicable as neither Mr. Hutchins nor Professor Gates are described as activists in this context.
    - Collective Synecdoche: Not directly applicable as Du Bois is not mentioned alongside other figures to represent a broader concept.

**Codes Applied**:
- Coalition Building
- Out of the Mouth of Academics
"
96,1,1,0,1,1,0,0,1,0,"User: The ""talented tenth,"" a concept celebrated by W. E. B. Du Bois, have prospered as a result of affirmative action. Colin Powell, Jesse Jackson, Gov. Douglas Wilder and most of those testifying at the Senate hearings before the appointment of Associate Justice Clarence Thomas all demonstrate the effectiveness of affirmative action programs for superior African-Americans.
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Applicable, as the passage references a specific concept, ""talented tenth,"" developed by Du Bois in his scholarly work.
   - Activist: Not directly applicable, as the passage does not explicitly describe Du Bois as an activist or detail his activism.

2. **General Themes**:
    - Monumental Memorialization: Not applicable, as there is no mention of any enduring cultural object named after Du Bois.
    - Mention of Scholarly Work: Applicable, as the passage explicitly names and references Du Bois's concept of the ""talented tenth.""
    - Social/Political Advocacy: Applicable, as the passage discusses the effectiveness of affirmative action programs and uses examples of prominent African-Americans to support this advocacy.

3. **Canonization Processes**:
    - Coalition Building: Not applicable, as there is no mention of Du Bois establishing his reputation through organizational or institutional sponsorship.
    - Out of the Mouth of Academics: Not applicable, as the passage does not feature an academic discussing Du Bois or his work.
    - Out of the Mouth of Activists: Applicable, as the passage references prominent figures like Colin Powell and Jesse Jackson, who are leaders and activists, in relation to Du Bois's concept and the broader discussion of affirmative action.
    - Collective Synecdoche: Not applicable, as Du Bois is not mentioned alongside other figures to represent a broader category.

**Codes Applied**:
- Scholar
- Mention of Scholarly Work
- Social/Political Advocacy
- Out of the Mouth of Activists
"
82,0,0,1,0,0,0,1,0,0,"User: Mr. Morgan, a 27-year-old anthropology student at Harvard, has accused Dr. Jeffries of threatening him during an Oct. 18 interview at City College. He said Dr. Jeffries made derogatory comments about several people, including Henry Louis Gates Jr., the director of the W. E. B. Du Bois Institute for African-American Research at Harvard, and then warned him not to publish his remarks.
Assistant: 1. **Characterization of Du Bois**:
   - Scholar: Not directly applicable because Du Bois is mentioned as the namesake of an institute, not in relation to his scholarly work or intellectual contributions.
   - Activist: Not directly applicable as there is no mention of Du Bois's activism in this passage.

2. **General Themes**:
    - Monumental Memorialization: Applicable because the passage mentions the ""W. E. B. Du Bois Institute for African-American Research at Harvard,"" which is an enduring cultural object named after Du Bois.
    - Mention of Scholarly Work: Not directly applicable as no specific scholarly works or theoretical concepts by Du Bois are mentioned or quoted.
    - Social/Political Advocacy: Not directly applicable as the passage does not mention or imply any form of social or political activism, advocacy, critique, or discourse related to Du Bois.

3. **Canonization Processes**:
    - Coalition Building: Not directly applicable as Du Bois is not described as an agent establishing his reputation through organizational and institutional sponsorship.
    - Out of the Mouth of Academics: Applicable because the passage mentions the ""W. E. B. Du Bois Institute for African-American Research at Harvard,"" and Henry Louis Gates Jr., the director of this institute, is an academic engaging with Du Bois's legacy by having an institute named after him.
    - Out of the Mouth of Activists: Not directly applicable as there is no mention of an activist referencing Du Bois.
    - Collective Synecdoche: Not directly applicable as Du Bois is not mentioned with other figures to represent a broader concept.

**Codes Applied**:
- Monumental Memorialization
- Out of the Mouth of Academics
"
